Load,Transportadora,Origem_Cidade,Destino_Cidade,Peso Bruto (kg),Cubagem,Data de Coleta,Data de Entrega,Prazo Contratado (dias),Prazo Realizado,Status Transporte,Tipo_Veiculo,Tipo_Transporte, Valor do Frete ,Valor do Frete (MT)
537757,QuickMove,Maputo,Ressano Garcia,5461,11.05,8/19/2023,8/19/2023,1,0,Dentro do Prazo,Truck,Convencional,4.6824,2452.62
708688,TransLift,Matola,Chimoio,11014,34.31,1/17/2023,1/19/2023,14,2,Dentro do Prazo,Truck,Convencional,6.5268,2423.83
966153,QuickMove,Maputo,Songo,650,13.48,1/8/2023,1/10/2023,1,2,Atraso,Toco,Convencional,2.2908,2290.75
449069,QuickMove,Maputo,Marromeu,4601,38.45,7/10/2022,7/11/2022,2,1,Dentro do Prazo,Toco,Convencional,1.932,2134.32
675842,QuickMove,Maputo,Mandimba,4216,92.83,7/31/2023,8/1/2023,3,1,Dentro do Prazo,Carreta,Convencional,6.0768,2333.29
277186,Cargas Maputo,Moamba,Moc�mboa da Praia,8395,2.98,1/28/2022,1/29/2022,4,1,Dentro do Prazo,Truck,Convencional,3.439,2014.13
995351,QuickMove,Maputo,Macomia,4861,8.55,1/12/2023,1/13/2023,1,1,Dentro do Prazo,Truck,Convencional,6.942,2121.33
690110,QuickMove,Maputo,Lichinga,1977,9.11,7/21/2023,7/21/2023,3,0,Dentro do Prazo,Truck,Convencional,6.4548,2310.75
968569,QuickMove,Maputo,Manica,8216,42.59,4/12/2022,4/19/2022,1,7,Atraso,Truck,Convencional,5.982,2153.18
605201,QuickMove,Maputo,Maganja da Costa,8798,6.99,12/17/2022,12/18/2022,1,1,Dentro do Prazo,Truck,Convencional,5.544,2470.65
887644,Cargas Maputo,Moamba,Cuamba,6788,52.66,1/21/2023,1/27/2023,7,6,Dentro do Prazo,Truck,Convencional,5.2704,2565.32
834052,QuickMove,Maputo,Nametil,6974,25.9,6/20/2023,6/26/2023,2,6,Atraso,Truck,Convencional,3.6216,2585.35
580081,QuickMove,Maputo,Mocuba,245,2.59,7/23/2022,7/27/2022,1,4,Atraso,VUC,Convencional,76600.0,91920.0
268230,QuickMove,Maputo,Beira,5945,23.96,7/22/2022,7/31/2022,3,9,Atraso,Toco,Convencional,2.456,2579.95
174972,QuickMove,Maputo,Maxixe,1206,46.12,3/21/2022,3/24/2022,3,3,Dentro do Prazo,Truck,Convencional,5.054,2013.06
596341,QuickMove,Maputo,Cuamba,3283,27.94,7/4/2023,7/4/2023,3,0,Dentro do Prazo,Truck,Convencional,5.334,2168.4
430269,QuickMove,Maputo,Massinga,5381,25.36,1/26/2023,1/27/2023,1,1,Dentro do Prazo,Toco,Convencional,2.4972,2554.0
358407,Cargas Maputo,Moamba,Tete,4767,11.63,3/11/2022,3/13/2022,3,2,Dentro do Prazo,Truck,Convencional,3.604,2566.32
704663,Cargas Maputo,Moamba,Massinga,7708,27.83,12/30/2022,1/7/2023,5,8,Atraso,Carreta,Convencional,7.256,2498.71
391972,QuickMove,Maputo,Ressano Garcia,3097,11.13,4/4/2023,4/6/2023,1,2,Atraso,Truck,Convencional,4.41,2199.29
669388,QuickMove,Maputo,Mandimba,1464,30.49,2/22/2022,2/23/2022,3,1,Dentro do Prazo,Toco,Convencional,2.778,2063.33
135261,QuickMove,Maputo,Mocuba,7789,39.43,9/6/2022,9/7/2022,1,1,Dentro do Prazo,Truck,Convencional,3.12,2290.74
258217,QuickMove,Maputo,Maganja da Costa,3031,5.52,7/31/2023,8/1/2023,1,1,Dentro do Prazo,Truck,Convencional,4.2252,2209.07
504059,QuickMove,Maputo,Macia,4046,37.55,9/9/2022,9/9/2022,2,0,Dentro do Prazo,Truck,Convencional,4.182,2582.02
801860,QuickMove,Maputo,Quelimane,3516,27.46,4/20/2023,4/20/2023,2,0,Dentro do Prazo,Truck,Convencional,6.9816,2342.38
445248,TransLift,Matola,Mueda,1526,16.85,3/9/2023,3/23/2023,12,14,Atraso,VUC,Convencional,85680.0,102816.0
690072,QuickMove,Maputo,Maxixe,3445,41.24,12/9/2022,12/10/2022,3,1,Dentro do Prazo,Toco,Convencional,2.397,2335.88
530399,QuickMove,Maputo,Maganja da Costa,8015,13.11,1/13/2023,1/19/2023,1,6,Atraso,Truck,Convencional,5.5284,2257.63
195176,QuickMove,Maputo,Xai-Xai,11335,22.2,2/23/2022,3/3/2022,2,8,Atraso,Truck,Convencional,4.228,2216.07
922113,QuickMove,Maputo,Tete,5653,12.76,3/23/2022,3/30/2022,1,7,Atraso,Toco,Convencional,1.624,2099.95
734127,QuickMove,Maputo,Cuamba,928,24.66,2/14/2023,2/20/2023,3,6,Atraso,VUC,Convencional,76320.0,91584.0
402929,QuickMove,Maputo,Pemba,9196,24.16,12/10/2022,12/12/2022,2,2,Dentro do Prazo,Truck,Convencional,4.938,2539.93
474123,QuickMove,Maputo,Lichinga,5663,9.48,7/22/2023,7/25/2023,3,3,Dentro do Prazo,Toco,Convencional,3.0192,2560.62
373113,Cargas Maputo,Moamba,Nampula,15332,49.29,7/12/2022,7/20/2022,3,8,Atraso,Carreta,Convencional,5.41,2361.49
572559,QuickMove,Maputo,Ressano Garcia,11845,34.95,3/12/2022,3/12/2022,1,0,Dentro do Prazo,Truck,Convencional,4.276,2474.13
401230,QuickMove,Maputo,Mutarara,1243,14.62,9/19/2022,9/20/2022,3,1,Dentro do Prazo,VUC,Convencional,79500.0,95400.0
497959,QuickMove,Maputo,Gur��,7909,9.8,6/24/2022,6/25/2022,1,1,Dentro do Prazo,Truck,Convencional,4.466,2296.36
934491,QuickMove,Maputo,Mueda,1516,5.07,4/22/2022,4/27/2022,2,5,Atraso,VUC,Convencional,91400.0,109680.0
160172,TransLift,Matola,Gur��,688,5.96,8/20/2023,8/23/2023,14,3,Dentro do Prazo,Toco,Convencional,2.1528,2222.58
997362,QuickMove,Maputo,Moc�mboa da Praia,3582,15.35,5/9/2023,5/11/2023,3,2,Dentro do Prazo,Truck,Convencional,4.8084,2060.77
743051,QuickMove,Maputo,Macia,16281,46.87,1/6/2022,1/12/2022,2,6,Atraso,Carreta,Convencional,6.468,2153.76
187668,QuickMove,Maputo,Massinga,1213,36.2,4/29/2023,4/29/2023,1,0,Dentro do Prazo,Toco,Convencional,2.988,2597.59
776075,Cargas Maputo,Moamba,Mueda,5136,25.6,6/8/2022,6/16/2022,7,8,Atraso,Truck,Convencional,5.099,2036.12
401681,Cargas Maputo,Moamba,Gur��,1501,9.97,4/13/2023,4/20/2023,7,7,Dentro do Prazo,VUC,Convencional,1.1196,2593.34
737378,QuickMove,Maputo,Xai-Xai,7676,37.62,7/24/2023,7/26/2023,2,2,Dentro do Prazo,Truck,Convencional,6.5556,2452.87
384749,QuickMove,Maputo,Quelimane,3352,54.42,7/9/2022,7/10/2022,2,1,Dentro do Prazo,Truck,Convencional,4.036,2280.84
610831,QuickMove,Maputo,Beira,2975,39.51,3/25/2023,3/28/2023,3,3,Dentro do Prazo,Truck,Convencional,6.816,2176.18
951800,QuickMove,Maputo,Ressano Garcia,4968,30.37,1/4/2022,1/5/2022,1,1,Dentro do Prazo,Toco,Convencional,2.877,2112.45
460484,QuickMove,Maputo,Mocuba,5398,53.11,6/20/2023,6/25/2023,1,5,Atraso,Truck,Convencional,6.0192,2262.22
716148,TransLift,Matola,Mandimba,1863,11.69,11/8/2022,11/20/2022,8,12,Atraso,VUC,Convencional,81200.0,97440.0
799080,Cargas Maputo,Moamba,Angoche,11851,46.16,7/21/2022,7/23/2022,3,2,Dentro do Prazo,Truck,Convencional,3.947,2511.74
393731,TransLift,Matola,Tete,1028,25.45,5/3/2022,5/14/2022,7,11,Atraso,VUC,Convencional,51200.0,61440.0
300781,Cargas Maputo,Moamba,Mueda,1843,26.28,12/12/2022,12/12/2022,7,0,Dentro do Prazo,VUC,Convencional,88100.0,105720.0
968511,QuickMove,Maputo,Beira,3753,15.67,9/26/2022,9/29/2022,3,3,Dentro do Prazo,Truck,Convencional,5.231,2376.28
813075,QuickMove,Maputo,Macomia,4365,11.9,5/29/2022,5/30/2022,1,1,Dentro do Prazo,Truck,Convencional,4.273,2349.13
421934,Cargas Maputo,Moamba,Dondo,775,7.97,9/28/2022,10/7/2022,3,9,Atraso,VUC,Convencional,83900.0,100680.0
300082,QuickMove,Maputo,B�zi,8200,53.63,7/11/2022,7/11/2022,2,0,Dentro do Prazo,Truck,Convencional,3.086,2071.7
526769,QuickMove,Maputo,Maganja da Costa,2906,5.31,8/22/2023,8/22/2023,1,0,Dentro do Prazo,Truck,Convencional,5.8776,2259.05
674179,QuickMove,Maputo,Songo,19009,8.07,4/27/2023,4/27/2023,1,0,Dentro do Prazo,Carreta,Convencional,9.21,2164.05
415255,QuickMove,Maputo,Beira,6117,8.01,1/4/2022,1/7/2022,3,3,Dentro do Prazo,Truck,Convencional,3.148,2252.78
216193,Cargas Maputo,Moamba,Macomia,1918,5.97,3/18/2022,3/18/2022,7,0,Dentro do Prazo,VUC,Convencional,81300.0,97560.0
390532,QuickMove,Maputo,Inhambane,2626,46.56,1/4/2022,1/13/2022,3,9,Atraso,Truck,Convencional,4.765,2243.72
303918,QuickMove,Maputo,Cuamba,22789,49.11,7/26/2023,7/27/2023,3,1,Dentro do Prazo,Carreta,Convencional,6.0096,2377.21
787443,QuickMove,Maputo,Manica,8769,49.32,5/10/2023,5/10/2023,1,0,Dentro do Prazo,Truck,Convencional,4.6356,2533.56
955364,QuickMove,Maputo,B�zi,857,21.12,8/18/2023,8/19/2023,2,1,Dentro do Prazo,VUC,Convencional,1.1388,2390.37
578268,QuickMove,Maputo,Massinga,528,22.77,5/29/2023,5/29/2023,1,0,Dentro do Prazo,VUC,Convencional,1.0764,2207.29
816180,QuickMove,Maputo,Beira,3649,15.29,5/16/2022,5/22/2022,3,6,Atraso,Truck,Convencional,4.149,2152.98
289921,QuickMove,Maputo,Maxixe,21293,2.33,7/4/2023,7/14/2023,3,10,Atraso,Carreta,Convencional,9.6432,2135.57
823087,Cargas Maputo,Moamba,Songo,6916,20.05,3/22/2022,3/28/2022,6,6,Dentro do Prazo,Truck,Convencional,3.46,2258.15
274889,Cargas Maputo,Moamba,Macomia,3411,41.5,7/17/2022,7/19/2022,7,2,Dentro do Prazo,Truck,Convencional,3.995,2077.79
381203,QuickMove,Maputo,Angoche,1204,11.54,2/13/2022,2/14/2022,1,1,Dentro do Prazo,Truck,Convencional,3.819,2493.58
528438,QuickMove,Maputo,Tete,10435,10.69,5/4/2022,5/4/2022,1,0,Dentro do Prazo,Truck,Convencional,5.271,2247.33
992161,QuickMove,Maputo,Nacala,4051,9.77,11/29/2022,12/6/2022,1,7,Atraso,Truck,Convencional,3.643,2331.37
519503,QuickMove,Maputo,Macomia,6632,57.55,4/24/2022,5/1/2022,1,7,Atraso,Truck,Convencional,4.987,2483.98
713658,QuickMove,Maputo,Cuamba,961,20.27,4/9/2023,4/11/2023,3,2,Dentro do Prazo,VUC,Convencional,1.0404,2384.25
719309,QuickMove,Maputo,Mueda,10718,37.81,1/20/2023,1/22/2023,2,2,Dentro do Prazo,Truck,Convencional,6.3648,2313.64
907142,QuickMove,Maputo,Chokw�,9973,42.12,6/2/2023,6/6/2023,2,4,Atraso,Truck,Convencional,4.8228,2113.79
919763,TransLift,Matola,Angoche,9759,17.36,1/7/2023,1/17/2023,12,10,Dentro do Prazo,Carreta,Convencional,7.128,2297.55
543478,TransLift,Matola,Gur��,10217,55.66,4/28/2023,5/7/2023,14,9,Dentro do Prazo,Truck,Convencional,5.6124,2178.73
216159,QuickMove,Maputo,Lichinga,1853,28.44,6/17/2022,6/22/2022,3,5,Atraso,VUC,Convencional,53400.0,64080.0
283811,QuickMove,Maputo,Songo,3214,25.46,6/20/2022,6/20/2022,1,0,Dentro do Prazo,Truck,Convencional,4.897,2284.88
701836,TransLift,Matola,Mocuba,9849,15.03,9/26/2022,9/26/2022,10,0,Dentro do Prazo,Truck,Convencional,4.724,2286.67
740790,QuickMove,Maputo,Nampula,1858,5.22,3/6/2022,3/9/2022,3,3,Dentro do Prazo,Toco,Convencional,2.212,2418.65
634708,QuickMove,Maputo,Mocuba,4514,24.62,1/4/2023,1/5/2023,1,1,Dentro do Prazo,Truck,Convencional,7.0368,2518.44
892471,TransLift,Matola,Inhambane,11245,9.07,4/14/2023,4/25/2023,13,11,Dentro do Prazo,Truck,Convencional,6.3756,2235.65
173496,Cargas Maputo,Moamba,Moc�mboa da Praia,17226,56.05,4/25/2022,5/1/2022,4,6,Atraso,Carreta,Convencional,6.371,2504.65
303234,QuickMove,Maputo,Chokw�,1393,14.87,11/21/2022,11/21/2022,2,0,Dentro do Prazo,VUC,Convencional,63200.0,75840.0
482418,QuickMove,Maputo,Nametil,6975,10.75,8/17/2023,8/19/2023,2,2,Dentro do Prazo,Truck,Convencional,4.3332,2107.2
387837,QuickMove,Maputo,Mutarara,1795,28.58,5/20/2022,5/30/2022,3,10,Atraso,VUC,Convencional,92400.0,110880.0
688557,QuickMove,Maputo,Beira,8970,47.11,9/18/2022,9/20/2022,3,2,Dentro do Prazo,Truck,Convencional,3.275,2023.93
309501,Cargas Maputo,Moamba,Nacala,7293,35.95,1/31/2023,2/2/2023,7,2,Dentro do Prazo,Truck,Convencional,5.106,2045.13
737334,QuickMove,Maputo,Mandimba,7396,53.9,5/13/2023,5/15/2023,3,2,Dentro do Prazo,Truck,Convencional,5.9676,2032.16
537211,QuickMove,Maputo,Beira,2066,42.4,1/11/2022,1/17/2022,3,6,Atraso,Toco,Convencional,2.152,2380.58
491111,TransLift,Matola,Mueda,17658,2.53,3/18/2023,4/6/2023,12,19,Atraso,Carreta,Convencional,8.3112,2182.97
677427,QuickMove,Maputo,Lichinga,1590,43.33,12/5/2022,12/8/2022,3,3,Dentro do Prazo,Truck,Convencional,3.654,2091.38
961572,Cargas Maputo,Moamba,Chimoio,1540,27.64,4/23/2022,4/26/2022,4,3,Dentro do Prazo,VUC,Convencional,95600.0,114720.0
204600,QuickMove,Maputo,Nametil,8591,38.41,8/25/2023,8/31/2023,2,6,Atraso,Truck,Convencional,5.55,2351.66
854112,QuickMove,Maputo,Mandimba,7811,37.14,7/4/2022,7/7/2022,3,3,Dentro do Prazo,Truck,Convencional,3.24,2427.89
669056,QuickMove,Maputo,Mueda,1888,27.54,12/10/2022,12/12/2022,2,2,Dentro do Prazo,Truck,Convencional,5.056,2557.07
296195,QuickMove,Maputo,Manica,907,41.55,9/2/2022,9/7/2022,1,5,Atraso,Toco,Convencional,1.53,2590.84
642990,QuickMove,Maputo,Tete,2328,53.07,10/15/2022,10/15/2022,1,0,Dentro do Prazo,Truck,Convencional,5.667,2574.8
776728,Cargas Maputo,Moamba,Mandimba,10273,34.62,8/27/2023,8/30/2023,3,3,Dentro do Prazo,Truck,Convencional,6.4932,2043.79
319205,Cargas Maputo,Moamba,Ressano Garcia,9160,2.99,8/28/2023,8/30/2023,4,2,Dentro do Prazo,Truck,Convencional,5.4552,2508.55
886718,QuickMove,Maputo,Marracuene,992,7.24,10/7/2022,10/7/2022,3,0,Dentro do Prazo,VUC,Convencional,90500.0,108600.0
587586,QuickMove,Maputo,Ressano Garcia,4677,4.0,4/15/2023,4/16/2023,1,1,Dentro do Prazo,Truck,Convencional,5.4108,2030.49
382874,QuickMove,Maputo,Inhambane,1421,12.06,12/24/2022,12/24/2022,3,0,Dentro do Prazo,VUC,Convencional,50500.0,60600.0
541375,QuickMove,Maputo,Lichinga,10534,31.07,8/30/2022,9/5/2022,3,6,Atraso,Truck,Convencional,5.436,2077.52
535834,QuickMove,Maputo,Mueda,10158,7.27,3/29/2022,4/4/2022,2,6,Atraso,Truck,Convencional,5.597,2526.72
946608,QuickMove,Maputo,Pemba,7853,48.39,7/6/2023,7/11/2023,2,5,Atraso,Truck,Convencional,6.042,2125.25
839760,QuickMove,Maputo,Mueda,5688,55.03,3/29/2023,3/29/2023,2,0,Dentro do Prazo,Truck,Convencional,4.968,2212.96
437872,QuickMove,Maputo,Pemba,463,17.2,4/23/2023,4/25/2023,2,2,Dentro do Prazo,VUC,Convencional,72360.0,86832.0
612054,QuickMove,Maputo,Maxixe,15782,45.17,4/30/2023,5/5/2023,3,5,Atraso,Carreta,Convencional,8.7636,2071.52
857698,QuickMove,Maputo,Marromeu,3132,27.34,1/24/2023,1/25/2023,2,1,Dentro do Prazo,Toco,Convencional,3.1704,2073.8
704711,QuickMove,Maputo,Cuamba,1235,10.19,9/9/2022,9/12/2022,3,3,Dentro do Prazo,VUC,Convencional,90400.0,108480.0
508499,QuickMove,Maputo,Mocuba,1985,46.03,12/16/2022,12/24/2022,1,8,Atraso,Truck,Convencional,4.517,2446.42
916923,QuickMove,Maputo,Mandimba,329,22.14,1/15/2022,1/15/2022,3,0,Dentro do Prazo,VUC,Convencional,59900.0,71880.0
320964,QuickMove,Maputo,Nampula,16509,32.86,3/12/2022,3/12/2022,3,0,Dentro do Prazo,Carreta,Convencional,7.857,2587.43
655772,QuickMove,Maputo,Chimoio,1803,3.56,7/8/2022,7/8/2022,2,0,Dentro do Prazo,Truck,Convencional,5.507,2475.61
294916,QuickMove,Maputo,Angoche,9690,37.29,3/16/2023,3/16/2023,1,0,Dentro do Prazo,Carreta,Convencional,11.5512,2032.86
699739,QuickMove,Maputo,Angoche,17030,96.89,11/10/2022,11/13/2022,1,3,Atraso,Carreta,Convencional,5.451,2151.54
489146,TransLift,Matola,Mocuba,1171,2.42,6/13/2023,6/19/2023,10,6,Dentro do Prazo,VUC,Convencional,91560.0,109872.0
202783,QuickMove,Maputo,Maganja da Costa,578,25.89,8/9/2023,8/10/2023,1,1,Dentro do Prazo,VUC,Convencional,1.068,2361.28
438441,TransLift,Matola,Angoche,5491,36.44,9/19/2022,9/19/2022,12,0,Dentro do Prazo,Carreta,Convencional,8.67,2088.4
912488,QuickMove,Maputo,B�zi,882,14.51,7/21/2022,7/23/2022,2,2,Dentro do Prazo,VUC,Convencional,51200.0,61440.0
567609,Cargas Maputo,Moamba,Gur��,11910,35.13,8/9/2022,8/13/2022,7,4,Dentro do Prazo,Truck,Convencional,3.194,2478.83
496701,QuickMove,Maputo,Beira,6037,46.2,1/16/2023,1/16/2023,3,0,Dentro do Prazo,Truck,Convencional,4.854,2569.82
929183,QuickMove,Maputo,Tete,550,20.75,7/13/2023,7/14/2023,1,1,Dentro do Prazo,VUC,Convencional,83760.0,100512.0
115093,QuickMove,Maputo,Angoche,9928,30.74,3/13/2023,3/15/2023,1,2,Atraso,Truck,Convencional,6.0,2117.2
733353,TransLift,Matola,Mandimba,2504,27.58,3/10/2022,3/12/2022,8,2,Dentro do Prazo,Truck,Convencional,5.068,2180.08
133581,QuickMove,Maputo,B�zi,7681,18.33,2/2/2023,2/4/2023,2,2,Dentro do Prazo,Truck,Convencional,3.6348,2524.36
577089,QuickMove,Maputo,Nampula,9783,55.31,7/16/2022,7/16/2022,3,0,Dentro do Prazo,Carreta,Convencional,5.418,2342.5
602156,QuickMove,Maputo,Marromeu,1350,15.22,3/17/2023,3/17/2023,2,0,Dentro do Prazo,VUC,Convencional,84600.0,101520.0
472073,QuickMove,Maputo,Cuamba,5626,53.12,9/13/2022,9/16/2022,3,3,Dentro do Prazo,Truck,Convencional,4.752,2231.7
726189,TransLift,Matola,Chimoio,1581,22.07,4/20/2022,5/7/2022,14,17,Atraso,VUC,Convencional,58900.0,70680.0
495043,QuickMove,Maputo,Macia,10295,16.59,4/25/2022,4/26/2022,2,1,Dentro do Prazo,Truck,Convencional,4.504,2274.4
843435,QuickMove,Maputo,Montepuez,10383,7.94,5/29/2023,5/29/2023,1,0,Dentro do Prazo,Truck,Convencional,4.3188,2292.18
459998,QuickMove,Maputo,Nacala,9743,52.62,12/30/2022,12/30/2022,1,0,Dentro do Prazo,Truck,Convencional,3.834,2262.6
303620,QuickMove,Maputo,Chokw�,3911,45.15,7/22/2022,7/22/2022,2,0,Dentro do Prazo,Truck,Convencional,3.945,2597.73
728792,QuickMove,Maputo,Vilankulo,1064,12.06,5/30/2023,5/30/2023,2,0,Dentro do Prazo,VUC,Convencional,63120.0,75744.0
664657,Cargas Maputo,Moamba,Dondo,5591,8.9,6/30/2023,7/1/2023,3,1,Dentro do Prazo,Truck,Convencional,5.2272,2238.27
298658,QuickMove,Maputo,Songo,3097,83.78,7/11/2022,7/12/2022,1,1,Dentro do Prazo,Carreta,Convencional,5.947,2566.14
602570,ExpressCargo,Maputo,Vilankulo,5652,52.69,10/7/2022,10/9/2022,2,2,Dentro do Prazo,Truck,Urgente,5.6238,2337.75
849046,ExpressCargo,Maputo,Gur��,2079,53.73,4/27/2023,4/28/2023,1,1,Dentro do Prazo,Truck,Urgente,6.13392,2064.36
505558,ExpressCargo,Maputo,Maganja da Costa,11861,55.52,5/5/2022,5/5/2022,1,0,Dentro do Prazo,Truck,Urgente,4.3511,2374.22
398170,ExpressCargo,Maputo,Nampula,19567,22.97,8/30/2022,8/30/2022,3,0,Dentro do Prazo,Carreta,Urgente,10.0152,2430.02
899950,ExpressCargo,Maputo,Chokw�,9986,76.86,7/3/2022,7/5/2022,2,2,Dentro do Prazo,Carreta,Urgente,7.0226,2349.43
446596,TransLift,Matola,Marracuene,205,28.89,8/28/2022,9/4/2022,10,7,Dentro do Prazo,VUC,Convencional,62400.0,74880.0
777765,Cargas Maputo,Moamba,Xai-Xai,4510,5.39,1/4/2022,1/7/2022,3,3,Dentro do Prazo,Truck,Convencional,4.315,2045.18
705386,TransLift,Matola,Nacala,1613,9.83,4/3/2022,4/15/2022,9,12,Atraso,VUC,Convencional,50900.0,61080.0
708204,QuickMove,Maputo,Ressano Garcia,521,6.74,8/2/2022,8/3/2022,1,1,Dentro do Prazo,VUC,Convencional,78300.0,93960.0
181898,Cargas Maputo,Moamba,Manica,712,23.3,4/4/2022,4/9/2022,5,5,Dentro do Prazo,VUC,Convencional,54500.0,65400.0
573259,QuickMove,Maputo,Angoche,3273,6.94,5/25/2022,5/26/2022,1,1,Dentro do Prazo,Truck,Convencional,5.084,2206.1
572440,QuickMove,Maputo,Nametil,1565,8.74,5/10/2023,5/10/2023,2,0,Dentro do Prazo,Truck,Convencional,3.948,2440.74
618740,QuickMove,Maputo,Maxixe,1397,10.2,9/5/2022,9/9/2022,3,4,Atraso,VUC,Convencional,90400.0,108480.0
883314,TransLift,Matola,Nampula,3733,3.16,7/14/2023,7/18/2023,4,4,Dentro do Prazo,Truck,Convencional,6.0444,2557.25
372971,QuickMove,Maputo,Angoche,2806,29.09,4/22/2022,4/23/2022,1,1,Dentro do Prazo,Toco,Convencional,2.061,2007.47
114467,QuickMove,Maputo,Vilankulo,2575,26.29,5/26/2022,5/31/2022,2,5,Atraso,Toco,Convencional,2.862,2180.43
776205,QuickMove,Maputo,Dondo,11192,21.42,1/13/2022,1/17/2022,3,4,Atraso,Truck,Convencional,5.838,2514.01
186745,TransLift,Matola,Maganja da Costa,315,5.44,6/8/2022,6/17/2022,10,9,Dentro do Prazo,VUC,Convencional,97200.0,116640.0
889479,Cargas Maputo,Moamba,Vilankulo,1382,22.17,1/30/2023,2/8/2023,7,9,Atraso,Truck,Convencional,5.3076,2525.37
295449,TransLift,Matola,Chokw�,3460,46.83,3/9/2022,3/18/2022,7,9,Atraso,Truck,Convencional,5.937,2042.12
199818,QuickMove,Maputo,Mandimba,17774,18.76,4/22/2022,4/22/2022,3,0,Dentro do Prazo,Carreta,Convencional,5.429,2238.51
425290,QuickMove,Maputo,Nampula,3505,32.89,9/17/2022,9/20/2022,3,3,Dentro do Prazo,Truck,Convencional,5.569,2534.68
368976,TransLift,Matola,Tete,7064,43.48,7/30/2022,8/4/2022,7,5,Dentro do Prazo,Carreta,Convencional,6.622,2563.95
452758,TransLift,Matola,Mutarara,1457,2.18,6/27/2022,7/16/2022,14,19,Atraso,VUC,Convencional,72300.0,86760.0
893177,Cargas Maputo,Moamba,Inhambane,999,11.06,5/25/2023,5/25/2023,5,0,Dentro do Prazo,VUC,Convencional,68040.0,81648.0
556762,QuickMove,Maputo,Nametil,11198,8.96,3/15/2022,3/16/2022,2,1,Dentro do Prazo,Truck,Convencional,4.301,2599.16
783203,TransLift,Matola,Maxixe,5223,45.75,10/17/2022,10/20/2022,8,3,Dentro do Prazo,Truck,Convencional,5.945,2365.13
545887,QuickMove,Maputo,Vilankulo,202,10.92,10/22/2022,10/31/2022,2,9,Atraso,VUC,Convencional,86400.0,103680.0
852943,QuickMove,Maputo,Lichinga,4156,44.72,4/10/2022,4/19/2022,3,9,Atraso,Truck,Convencional,4.547,2485.46
569571,TransLift,Matola,Songo,1808,7.22,12/18/2022,12/30/2022,8,12,Atraso,VUC,Convencional,71700.0,86040.0
670659,QuickMove,Maputo,Mutarara,2335,33.92,10/1/2022,10/1/2022,3,0,Dentro do Prazo,Truck,Convencional,4.123,2491.95
348255,QuickMove,Maputo,Quelimane,6117,44.35,2/16/2022,2/21/2022,2,5,Atraso,Truck,Convencional,4.134,2168.96
872087,QuickMove,Maputo,Nacala,3255,27.77,7/31/2022,8/1/2022,1,1,Dentro do Prazo,Truck,Convencional,3.258,2430.91
723828,QuickMove,Maputo,Inhambane,5279,29.89,3/18/2023,3/19/2023,3,1,Dentro do Prazo,Truck,Convencional,5.4,2508.48
861554,QuickMove,Maputo,Xai-Xai,6684,26.44,3/27/2022,3/29/2022,2,2,Dentro do Prazo,Truck,Convencional,5.674,2436.81
961749,QuickMove,Maputo,Mandimba,1476,51.24,8/12/2023,8/15/2023,3,3,Dentro do Prazo,Truck,Convencional,4.8264,2478.79
470802,QuickMove,Maputo,Songo,22069,35.95,2/26/2022,2/26/2022,1,0,Dentro do Prazo,Carreta,Convencional,6.385,2463.66
322488,TransLift,Matola,Beira,1312,5.85,1/4/2023,1/10/2023,11,6,Dentro do Prazo,VUC,Convencional,88440.0,106128.0
117859,Cargas Maputo,Moamba,Tete,1804,47.55,4/7/2023,4/14/2023,3,7,Atraso,Truck,Convencional,3.9156,2170.7
656488,QuickMove,Maputo,Nametil,18767,49.44,9/24/2022,9/26/2022,2,2,Dentro do Prazo,Carreta,Convencional,9.699,2444.64
711927,QuickMove,Maputo,Mueda,20066,68.31,8/7/2022,8/12/2022,2,5,Atraso,Carreta,Convencional,5.885,2459.06
587613,TransLift,Matola,Nametil,5199,21.41,2/24/2023,3/4/2023,14,8,Dentro do Prazo,Truck,Convencional,4.8516,2488.82
569642,Cargas Maputo,Moamba,Mueda,5930,55.63,5/29/2022,5/30/2022,7,1,Dentro do Prazo,Truck,Convencional,4.269,2052.12
138882,Cargas Maputo,Moamba,Nampula,12714,22.06,12/28/2022,1/5/2023,3,8,Atraso,Carreta,Convencional,5.043,2122.05
545743,TransLift,Matola,Lichinga,2967,30.98,5/19/2023,6/1/2023,9,13,Atraso,Carreta,Convencional,8.208,2449.85
110023,QuickMove,Maputo,Nampula,4322,53.96,8/6/2023,8/7/2023,3,1,Dentro do Prazo,Truck,Convencional,3.72,2198.46
431477,QuickMove,Maputo,Macomia,1301,24.15,11/12/2022,11/13/2022,1,1,Dentro do Prazo,VUC,Convencional,73400.0,88080.0
942041,QuickMove,Maputo,Beira,9520,4.82,1/15/2022,1/22/2022,3,7,Atraso,Truck,Convencional,3.481,2086.18
271253,QuickMove,Maputo,Vilankulo,1874,11.04,5/29/2022,5/29/2022,2,0,Dentro do Prazo,VUC,Convencional,68700.0,82440.0
656459,QuickMove,Maputo,Maxixe,11786,50.09,5/29/2023,5/29/2023,3,0,Dentro do Prazo,Truck,Convencional,4.1664,2588.0
314341,QuickMove,Maputo,Gur��,16158,26.08,1/4/2022,1/5/2022,1,1,Dentro do Prazo,Carreta,Convencional,6.391,2465.67
